Country.Name,units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Non-Hydroelectric Renewables,Billion Kwh,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.7,1,1,1.1,1.2,1.2,1.6,2,2.4,2.6,4.779,5.691,6.709,7.823,6.775,8.11,9.046,12.57,14.743,18.622
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.001
Wind,Billion Kwh,,,,,,,,,,,,,,,0.004,0.007,0.007,0.007,0.008,0.028,0.058,0.2,0.4,0.7,0.7,0.9,1.7,2.6,3.1,3.8,5.05,6.09,6.97,7.76,10.25
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,0.0104,0.011,0.013,0.016,0.019,0.023,0.028,0.034,0.038,0.044,0.05,0.059,0.069,0.079,0.091,0.109,0.127,0.16,0.283,0.854,2.556,3.83,4.86
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,0.0104,0.011,0.013,0.016,0.019,0.023,0.028,0.034,0.038,0.044,0.05,0.059,0.069,0.079,0.091,0.109,0.127,0.16,0.283,0.854,2.556,3.83,4.86
Biomass and Waste,Billion Kwh,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.9,1,1,1.1,1.1,1.4,1.6,1.6,1.9,3.8,3.9,4,4.596,2.815,2.777,2.102,3.043,3.152,3.511
Fossil Fuels,Billion Kwh,75,79,83,86,92,97,102,109,117,124,132,132,135,138,142,148,152,156,169,174,181,194,197,195,205,195.7503,198.42084,208.64898,209.94806,216.28,217.039,213.787,211.038,203.52034,198.58064
Hydroelectric Pumped Storage,Billion Kwh,-0.4,-0.4,-0.4,-0.3,-0.3,-0.6,-0.4,-0.5,-0.3,-0.054,-0.4,-0.4,-0.4,-0.4,-0.3,-0.3,-0.4,-0.3,-0.3,-0.2,-0.2,-0.2,-0.023,-0.088,-0.085,-0.211,-0.072,-0.124,-0.104,-0.047,-0.033,-0.035,-0.041,-0.07,-0.025
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,34,34,34,35,37,39,39,30,42,43,44,47,47,46,47,48,50,50,51,52,53,55,56,58,59,60.52582,63.02748,63.28514,63.37822,60.827,63.799,64.048,65.056,65.54376,64.87208
Generation,Billion Kwh,41,41,41,41,41,43,43,39,47,48,48,50,49,50,51,54,52,54,55,58,58,59,58,56,59,61.29282,59.52648,60.13914,61.96322,63.629,64.822,59.16,65.605,61.66076,58.88108
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,29,30,30,30,29,31,31,26,36,36,32,32,36,38,37,39,36,38,39,42,43,42,42,35,40,40.533,41.105,43.358,44.764,47.422,45.203,41.137,51.574,50.6354,50.2544
Hydroelectricity,Billion Kwh,29,30,30,30,28,30,30,25,35,35,31,31,34,36,35,37,34,36,37,40,41,40,40,33,36,36.31,35.48,36.732,37.969,40.487,37.979,33.901,43.376,41.595,40.592
Non-Hydroelectric Renewables,Billion Kwh,0.3,0.3,0.5,0.5,0.8,0.9,0.9,0.9,1,1.1,1.2,1.3,1.4,1.4,1.2,1.9,1.8,1.9,2,1.8,1.7,2,1.9,2.3,3.3,4.223,5.625,6.626,6.795,6.935,7.224,7.236,8.198,9.0404,9.6624
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.0004,0.0004
Wind,Billion Kwh,,,,,,,,,,,,,,,,0.001,0.005,0.02,0.045,0.051,0.067,0.1,0.1,0.4,0.9,1.3,1.8,2,2,2,2.064,1.94,2.463,3.15,3.85
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.009,0.015,0.018,0.021,0.022,0.024,0.03,0.049,0.089,0.174,0.337,0.582,0.785
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.009,0.015,0.018,0.021,0.022,0.024,0.03,0.049,0.089,0.174,0.337,0.582,0.785
Biomass and Waste,Billion Kwh,0.3,0.3,0.5,0.5,0.8,0.9,0.9,0.9,1,1.1,1.2,1.3,1.4,1.4,1.2,1.9,1.8,1.8,1.9,1.8,1.7,1.9,1.7,1.9,2.3,2.9,3.8,4.6,4.763,4.884,5.07,5.121,5.397,5.308,5.027
Fossil Fuels,Billion Kwh,12,11,11,11,12,12,12,13,12,13,16,17,14,13,14,15,17,17,16,16,15,17,17,21,21,21.76382,19.45048,17.70114,18.20122,17.395,20.988,19.54,15.698,12.63736,10.26668
Hydroelectric Pumped Storage,Billion Kwh,-0.2,-0.3,-0.2,-0.2,-0.3,-0.3,-0.2,-0.3,-0.3,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,-0.1,-0.2,-0.09,-0.1,-0.3,-0.5,-0.6,-0.8,-0.9,-0.9,-1.004,-1.029,-0.92,-1.002,-1.188,-1.369,-1.517,-1.667,-1.612,-1.64
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,15,14,15,14,14,14,15,15,15,16,16,18,19,17.26646,19.43242,16.98402,16.69734,13.47952,13.56822,14.56,17.793,18.38526,19.59206
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,19,18,17,16,16,16,17,17,18,18,18,20,20,20.09546,22.32042,20.65402,20.45634,17.84952,17.76022,19.21,21.7,22.03526,23.32006
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,1.7,2.4,1.8,1.5,1.5,1.7,1.9,1.5,1.5,1.3,2,2.4,2.7,2.979,2.493,2.34,2.21,2.285,3.413,2.649,1.803,1.61,1.466
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,1.7,2.4,1.8,1.5,1.5,1.7,1.9,1.5,1.5,1.3,2,2.4,2.7,2.979,2.493,2.34,2.21,2.285,3.412,2.649,1.803,1.474,1.287
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,0.001,,,0.136,0.179
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,0.001,,,0.001,0.002
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.001,0.003
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.001,0.003
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.134,0.174
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,17,16,15,15,15,14,15,16,16,17,16,18,18,17.11646,19.82742,18.31402,18.24634,15.56452,14.34722,16.561,19.897,20.42526,21.85406
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.5,1.5,1.6,1.7,1.7,1.761792,1.79265219,1.90204809,1.9065,1.80885,1.69353,1.73166,1.59681,1.58286,1.61541
Generation,Billion Kwh,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.8,1.8,1.8944,1.927583,2.045213,2.05,1.945,1.821,1.862,1.717,1.702,1.737
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.8,1.8,1.8944,1.927583,2.045213,2.05,1.945,1.821,1.862,1.717,1.702,1.737
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1.4,1.6,1.7,1.9,2.2,2.6,2.8,2.8,3.1,3.1,3,3.1,3.5,3.8,4.1,4.3,4.5,4.7,5,5.2,5.4,5.8,6.3,7,7.5,17.794,19.346,20.274,19.797,19.93,20.936,21.4375,22.017,23.02704,24.54782
Generation,Billion Kwh,1.6,1.7,1.9,2.1,2.3,2.8,3,3.1,3.3,3.3,3.3,3.3,3.7,4,4.3,4.3,4.7,4.7,5.4,5.6,5.9,6.4,6.8,7.3,7.9,18.205,19.774,20.419,21.451,21.209,22.377,22.8805,23.589,24.36104,25.61782
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.002,0.0025,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.002,0.0025,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.002,0.0025,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,1.6,1.7,1.9,2.1,2.3,2.8,3,3.1,3.3,3.3,3.3,3.3,3.7,4,4.3,4.3,4.7,4.7,5.4,5.6,5.9,6.4,6.8,7.3,7.9,18.205,19.774,20.419,21.45,21.207,22.375,22.878,23.589,24.36104,25.61782
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1.8,2.2,2.6,2.7,3,3.1,3.6,3.8,4.1,5,5,5.5,6.7,7.5,8.2,8.6,9,9.4,10,11,12,14,15,16,21,23.4765,27.469,27.608,28.037,30.831,34.138,37.0828,39.931,42.99884,46.16552
Generation,Billion Kwh,2.7,3,3.4,3.6,4.1,4.6,4.8,5.6,6.5,7,7.6,8.4,9,9.3,10,10,11,11,12,14,15,16,18,19,23,25.4425,29.247,29.21,32.33,35.045,38.454,41.6108,45.688,49.98984,52.53252
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.6,0.5,0.7,0.7,0.9,0.7,0.5,0.5,0.7,0.9,0.9,0.8,0.8,0.6,0.8,0.6,0.7,0.7,0.9,0.8,0.9,1,1.1,1.1,1.2,1.2855,1.387,0.764,0.963,0.445,0.797,0.9268,0.77,1.029,0.731
Hydroelectricity,Billion Kwh,0.6,0.5,0.7,0.7,0.9,0.7,0.5,0.5,0.7,0.9,0.9,0.8,0.8,0.6,0.8,0.6,0.7,0.7,0.9,0.8,0.9,1,1.1,1.1,1.2,1.28,1.375,0.742,0.941,0.413,0.725,0.863,0.77,0.885,0.582
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,2.00E-05,5.00E-05,0.0001,0.0005,0.001,0.002,0.003,0.004,0.0055,0.012,0.022,0.022,0.032,0.072,0.0638,,0.144,0.149
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.002,0.002,0.002,0.002,0.002,0.002,,0.004,0.004
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,2.00E-05,5.00E-05,0.0001,0.0005,0.001,0.002,0.003,0.004,0.005,0.01,0.02,0.02,0.03,0.07,0.0618,,0.14,0.145
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,2.00E-05,5.00E-05,0.0001,0.0005,0.001,0.002,0.003,0.004,0.005,0.01,0.02,0.02,0.03,0.07,0.0618,,0.14,0.145
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,2,2.5,2.8,2.9,3.2,3.9,4.4,5.1,5.8,6.1,6.7,7.6,8.2,8.7,9.2,9.8,10,10,11,13,14,15,17,17,22,24.157,27.86,28.446,31.367,34.6,37.657,40.684,44.918,48.96084,51.80152
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.891,0.9134,0.9379,0.968,0.978,0.986,0.934,0.938,0.912,0.89
Generation,Billion Kwh,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.953,0.9764,1.0029,1.011,1.023,1.037,1.002,0.981,0.955,0.935
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.953,0.9764,1.0029,1.011,1.023,1.037,1.002,0.981,0.955,0.935
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,39,33,30,27,27,29,26,28,28,25,26,27,29,29.5093,30.42908,30.5467,31.03038,29.46572,31.736,32.45,33.157,32.65118,32.78778
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,35,31,30,23,22,24,22,25,25,24,25,25,29,29.1073,29.91008,29.9267,32.90438,28.48172,32.81,30.277,28.962,29.62318,32.65678
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.017,0.019,0.019,0.02,0.016,0.021,0.028,0.019,0.027,0.03,0.028,0.028,0.034,0.066,0.129,0.124,0.073,0.105,0.139,0.148,0.202,0.298,0.286
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.017,0.019,0.019,0.02,0.016,0.021,0.028,0.019,0.027,0.03,0.028,0.028,0.033,0.036,0.035,0.035,0.039,0.044,0.045,0.042,0.069,0.138,0.12
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0.001,0.03,0.094,0.089,0.034,0.061,0.094,0.106,0.133,0.16,0.166
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.008,0.011
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,0.029,0.093,0.088,0.033,0.06,0.093,0.105,0.127,0.152,0.155
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,35,31,29,23,22,24,22,25,25,24,25,25,29,29.0413,29.78108,29.8027,32.83138,28.37672,32.671,30.129,28.76,29.32518,32.37078
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,45,45,45,46,48,50,51,54,56,58,59,62,64,65,68,70,71,73,75,75,79,79,80,81,83,82.78708,85.3261,85.09544,85.05978,78.95278,84.92356,82.627,83.182,83.43167,81.33034
Generation,Billion Kwh,51,48,47,49,51,53,55,59,61,64,66,67,67,66,67,69,71,73,77,79,78,74,76,79,79,80.63908,79.3481,82.38044,78.72478,84.85278,88.65556,84.244,77.377,77.79767,67.60634
Nuclear,Billion Kwh,12,12,15,23,26,33,37,40,41,39,41,41,41,40,39,39,41,45,44,47,46,44,45,45,45,45.335,44.314,45.853,43.359,44.96,45.728,45.942,38.464,40.63195,32.094
Renewables,Billion Kwh,0.6,0.7,0.6,0.5,0.6,0.6,0.8,0.9,0.9,0.9,1,1,1.2,1.1,1.2,1.4,1.3,1.2,1.4,1.6,1.8,2.1,2.1,2,2.4,2.786,3.857,4.491,5.441,6.753,7.85,9.467,11.75,12.935,13.432
Hydroelectricity,Billion Kwh,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.5,0.4,0.4,0.2,0.3,0.285,0.355,0.385,0.406,0.325,0.309,0.194,0.353,0.376,0.271
Non-Hydroelectric Renewables,Billion Kwh,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,0.9,1.1,1.1,0.9,1,1.2,1.4,1.6,1.7,1.7,2.1,2.501,3.502,4.106,5.035,6.428,7.541,9.273,11.397,12.559,13.161
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,0.006,0.008,0.007,0.007,0.008,0.009,0.008,0.009,0.009,0.008,0.008,0.011,0.013,0.016,0.037,0.057,0.088,0.1,0.2,0.4,0.5,0.6,1,1.292,2.31,2.75,3.69,4.61
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.002,0.006,0.042,0.166,0.56,1.169,2.148,2.64,2.88
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.002,0.006,0.042,0.166,0.56,1.169,2.148,2.64,2.88
Biomass and Waste,Billion Kwh,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,0.9,1,1,0.9,1,1.2,1.3,1.6,1.7,1.6,1.9,2.3,3.1,3.6,4.393,5.262,5.689,5.794,6.499,6.229,5.671
Fossil Fuels,Billion Kwh,38,35,32,26,24,20,17,19,20,24,25,26,25,25,28,29,29,27,32,31,31,28,30,32,33,32.97708,31.5981,32.45444,30.34978,33.59278,35.50756,29.237,27.582,24.66372,22.47634
Hydroelectric Pumped Storage,Billion Kwh,-0.2,-0.2,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2,-0.2,-0.2,-0.3,-0.2,-0.3,-0.3,-0.3,-0.3,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.459,-0.421,-0.418,-0.425,-0.453,-0.43,-0.402,-0.419,-0.433,-0.396
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.08463,0.08556,0.08649,0.08835,0.09579,0.09951,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.390358,0.400099,0.421711,0.406679,0.36823,0.37423,0.37223,0.4085,0.4365,0.4375
Generation,Billion Kwh,0.091,0.092,0.093,0.095,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.190358,0.248099,0.253711,0.215679,0.20723,0.27123,0.25223,0.2265,0.2685,0.2675
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.108805,0.217963,0.217633,0.204679,0.18823,0.26323,0.24523,0.2095,0.2595,0.2565
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,0.04,0.06,0.068,0.065,0.075,0.093,0.091374,0.088243,0.061154,0.063215,0.068575,0.177733,0.177403,0.204449,0.188,0.263,0.245,0.209,0.259,0.256
Non-Hydroelectric Renewables,Billion Kwh,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0402,0.0402,0.04023,0.04023,0.04023,0.04023,0.04023,0.04023,0.04023,0.04023,0.00023,0.00023,0.00023,0.00023,0.0005,0.0005,0.0005
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,0.0005,0.0005,0.0005
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,
Biomass and Waste,Billion Kwh,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,,,,,,,
Fossil Fuels,Billion Kwh,0.051,0.052,0.053,0.055,0.063,0.067,0.07,0.075,0.085,0.089,0.1,0.1,0.1,0.1,0.1,0.1,0.086,0.092,0.087,0.086,0.071,0.043367,0.046491,0.097889,0.07885,0.081553,0.030136,0.036078,0.011,0.019,0.008,0.007,0.017,0.009,0.011
